"","순번","시도본부","소방서","119안전센터명","주소","전화번호","lat","long"
"210",210,"대구소방안전본부","달서소방서","월성","대구광역시 달서구 학산로 75","053-607-2281","35.83106","128.534732"
"211",211,"대구소방안전본부","달서소방서","송현","대구광역시 달서구 월배로 262","053-632-0119","35.820024","128.542028"
"212",212,"대구소방안전본부","달서소방서","본리","대구광역시 달서구 대명천로 134","053-625-0119","35.839691","128.545087"
"213",213,"대구소방안전본부","달서소방서","도원","대구광역시 달서구 도원로 8","053-633-9110","35.809006","128.535628"
"214",214,"대구소방안전본부","달성소방서","현풍","대구광역시 달성군 현풍면 비슬로 480","053-670-5421","35.682496","128.446946"
"215",215,"대구소방안전본부","달성소방서","논공","대구광역시 달성군 논공읍 논공중앙로33길 5","053-615-5119","35.730102","128.453014"
"216",216,"대구소방안전본부","달성소방서","화원","대구광역시 달성군 화원읍 화암로 122","053-632-1119","35.798779","128.501658"
"217",217,"대구소방안전본부","달성소방서","구지","대구광역시 달성군 구지면 달성2차로 111","053-616-0119","35.640052","128.41898"
"218",218,"대구소방안전본부","강서소방서_대구","다사","대구광역시 달성군 다사읍 달구벌대로 920","053-601-5620","35.855423","128.467426"
"219",219,"대구소방안전본부","강서소방서_대구","성서","대구광역시 달서구 성서로 357","053-601-5630","35.849505","128.506883"
"220",220,"대구소방안전본부","강서소방서_대구","죽전","대구광역시 달서구 와룡로 222","053-601-5640","35.852596","128.537639"
"221",221,"대구소방안전본부","강서소방서_대구","대천","대구광역시 달서구 달서대로58길 129","053-601-5650","35.824953","128.506746"
"222",222,"대구소방안전본부","강서소방서_대구","매곡","대구광역시 달성군 다사읍 달구벌대로 753","053-601-5660","35.86116","128.454199"
"223",223,"인천소방본부","중부소방서_인천","중부(인천)_중앙","인천광역시 중구 인중로 204","032-870-5180","37.47015","126.62234"
"224",224,"인천소방본부","중부소방서_인천","중부(인천)_송현","인천광역시 동구 방축로 39","032-576-0119","37.486312","126.650986"
"225",225,"인천소방본부","중부소방서_인천","송림","인천광역시 동구 샛골로 133","032-764-7119","37.474312","126.644084"
"226",226,"인천소방본부","중부소방서_인천","만석","인천광역시 동구 제물량로 396","032-766-0119","37.483397","126.625813"
"227",227,"인천소방본부","중부소방서_인천","연안","인천광역시 중구 축항대로 118","032-887-4689","37.455352","126.609937"
"228",228,"인천소방본부","중부소방서_인천","영흥","인천광역시 영흥면 영흥로 283-32","032-882-3119","37.256435","126.483903"
"229",229,"인천소방본부","중부소방서_인천","백령","인천광역시 옹진군 백령면 백령남로 30","032-836-0119","37.967482","124.717535"
"230",230,"인천소방본부","남동소방서_인천","구월","인천광역시 남동구 인주대로 714-8","032-870-5221","37.449069","126.715953"
"231",231,"인천소방본부","남동소방서_인천","만수","인천광역시 남동구 인주대로 845","032-870-5222","37.448708","126.73133"
"232",232,"인천소방본부","남동소방서_인천","간석","인천광역시 남동구 백범로 248번길","032-870-5223","37.462329","126.721868"
"233",233,"인천소방본부","남동소방서_인천","담방(구.서창)","인천광역시 남동구 매소홀로 1049","032-870-5224","37.439626","126.739446"
"234",234,"인천소방본부","부평소방서_인천","부평_갈산","인천광역시 부평구 부평대로 324","032-723-5353","37.520226","126.722149"
"235",235,"인천소방본부","부평소방서_인천","부평","인천광역시 부평구 부평대로 8","032-723-5354","37.49217","126.72344"
"236",236,"인천소방본부","부평소방서_인천","십정","인천광역시 부평구 경원대로 1111","032-723-5355","37.480307","126.697246"
"237",237,"인천소방본부","부평소방서_인천","산곡","인천광역시 부평구 마장로 198","032-723-5356","37.495714","126.703097"
"238",238,"인천소방본부","부평소방서_인천","부개","인천광역시 부평구 부개로 6","032-723-5357","37.497873","126.739692"
"239",239,"인천소방본부","부평소방서_인천","부평_삼산","인천광역시 부평구 충선로 252","032-723-5358","37.511767","126.736068"
"240",240,"인천소방본부","서부소방서_인천","서부(인천)_연희","인천광역시 서구 서곶로292(심곡동)","032-723-5421","37.543389","126.677248"
"241",241,"인천소방본부","서부소방서_인천","가좌","인천 서구 가재울로 55","032-578-0119","37.479558","126.68006"
"242",242,"인천소방본부","서부소방서_인천","서부(인천)_신현","인천 서구 가정로 333-1","032-572-0119","37.514733","126.672511"
"243",243,"인천소방본부","서부소방서_인천","석남","인천 서구 석남로 102","032-571-0119","37.500593","126.672968"
"244",244,"인천소방본부","서부소방서_인천","검단","인천 서구 완정로 191","032-565-0119","37.602649","126.655109"
"245",245,"인천소방본부","서부소방서_인천","검암","인천 서구 승학로 474","032-568-7119","37.564076","126.673594"
"246",246,"인천소방본부","서부소방서_인천","서부(인천)_원당","인천 서구 원당대로 881","032-563-1195","37.593782","126.699661"
"247",247,"인천소방본부","서부소방서_인천","청라","인천 서구 청라한내로72번길 21","032-569-5026","37.532043","126.630288"
"248",248,"인천소방본부","공단소방서","공단_고잔","인천광역시 남동구 남동서로 208(고잔동)","032-723-5521","37.408176","126.693"
"249",249,"인천소방본부","공단소방서","옥련","인천광역시 연수구 청량로 155번길 7(옥련동)","032-723-5522","37.42067","126.651924"
"250",250,"인천소방본부","공단소방서","도림","인천광역시 남동구 비류대로 667(도림동)","032-723-5523","37.422679","126.709113"
"251",251,"인천소방본부","공단소방서","동춘","인천광역시 연수구 앵고개로 241(동춘동)","032-723-5524","37.409149","126.671289"
"252",252,"인천소방본부","공단소방서","논현","인천광역시 남동구 소래역로 109(논현동)","032-723-5525","37.405336","126.729676"
"253",253,"인천소방본부","계양소방서","작전","인천광역시 계양구 장제로 774(계산동)","032-650-5621","37.537054","126.734918"
"254",254,"인천소방본부","계양소방서","계산","인천 계양구 주부토로 557","032-650-5622","37.543989","126.728243"
"255",255,"인천소방본부","계양소방서","장기","인천광역시 계양구 장기서로 14(장기동)","032-650-5623","37.576334","126.73369"
"256",256,"인천소방본부","계양소방서","효성","인천광역시 계양구 효서로 96-1(효성동)","032-650-5624","37.527576","126.70649"
"257",257,"인천소방본부","남부소방서_인천","신기","인천광역시 남구 인하로 190 (주안동)","032-870-3290","37.4484","126.669005"
"258",258,"인천소방본부","남부소방서_인천","주안","인천광역시 남구 한나루로 607 인천종합건설본부 (도화동)","032-862-1119","37.460547","126.671447"
"259",259,"인천소방본부","남부소방서_인천","도화","인천광역시 남구 장고개로 85 (도화동)","032-864-9119","37.476863","126.670449"
"260",260,"인천소방본부","남부소방서_인천","용현","인천광역시 남구 독배로 376 (용현동)","032-887-0119","37.453388","126.648576"
"261",261,"인천소방본부","남부소방서_인천","관교","인천광역시 남구 인하로 450 (관교동)","032-435-0119","37.444224","126.696395"
"262",262,"인천소방본부","남부소방서_인천","숭의","인천광역시 남구 석정로 51 (숭의동)","032-888-9119","37.466159","126.643053"
"263",263,"인천소방본부","강화소방서","강화","인천광역시 강화군 강화읍 남문로23번길 11","032-930-5894","37.739641","126.487264"
"264",264,"인천소방본부","강화소방서","길상","인천광역시 강화군 길상면 마니산로 93","032-930-5822","37.638338","126.482568"
"265",265,"인천소방본부","강화소방서","내가","인천광역시 강화군 내가면 강화서로 235-1","032-930-5823","37.717511","126.390107"
"266",266,"인천소방본부","공항소방서","공항","인천광역시 중구 공항서로512번길 464(운서동)","032-727-6180","37.459826","126.402592"
"267",267,"인천소방본부","공항소방서","영종","인천광역시 중구 운남로 116(운남동)","032-727-6181","37.488046","126.533306"
"268",268,"인천소방본부","공항소방서","운서","인천광역시 중구 흰바위로27번길 16(운서동)","032-727-6182","37.493719","126.488415"
"269",269,"인천소방본부","공항소방서","용유","인천광역시 중구 용유서로128번길 1(운서동)","032-727-6183","37.448544","126.393958"
"270",270,"인천소방본부","송도소방서","미래","인천광역시 연수구 첨단대로 60번길 15(송도동)","032-810-6660","37.367228","126.651588"
"271",271,"인천소방본부","송도소방서","신송(구.송도)","인천광역시 연수구 해돋이로 92(송도동)","032-810-6683","37.390923","126.651893"
"272",272,"광주소방안전본부","동부소방서_광주","대인","광주광역시 동구 제봉로 210(대인동)","062-606-4203","35.154494","126.914805"
"273",273,"광주소방안전본부","동부소방서_광주","지산","광주광역시 동구 밤실로30번길 16(지산동)","062-606-4423","35.149959","126.938544"
"274",274,"광주소방안전본부","동부소방서_광주","학운","광주광역시 동구 남문로 692(학동)","062-606-4403","35.132406","126.928869"
"275",275,"광주소방안전본부","서부소방서_광주","화정","광주광역시 서구 화운로 197(화정동)","062-606-4255","35.15633","126.876291"
"276",276,"광주소방안전본부","서부소방서_광주","염주","광주광역시 서구 염화로 77(화정동)","062-606-4507","35.141557","126.873827"
"277",277,"광주소방안전본부","서부소방서_광주","금호","광주광역시 서구 운천로 112(쌍촌동)","062-606-4525","35.142713","126.858292"
"278",278,"광주소방안전본부","서부소방서_광주","상무","광주광역시 서구 치평로 65(치평동)","062-606-4543","35.153273","126.847091"
"279",279,"광주소방안전본부","서부소방서_광주","풍암","광주광역시 서구 회재로 907(금호동)","062-606-4564","35.123703","126.862676"
"280",280,"광주소방안전본부","남부소방서_광주","송하","광주광역시 남구 송암로58번길 13(송하동)","062-606-4303","35.110507","126.878341"
"281",281,"광주소방안전본부","남부소방서_광주","월산","광주광역시 남구 수박등로 1(월산동)","062-606-4603","35.140613","126.894676"
"282",282,"광주소방안전본부","남부소방서_광주","봉선","광주광역시 남구 오방로 63(방림동)","062-606-4623","35.131021","126.918987"
"283",283,"광주소방안전본부","북부소방서_광주","문흥","광주광역시 북구 서하로 290(오치동)","062-606-4353","35.186288","126.912007"
"284",284,"광주소방안전본부","북부소방서_광주","임동","광주광역시 북구 서림로 5(임동)","062-606-4703","35.168868","126.890709"
"285",285,"광주소방안전본부","북부소방서_광주","우산","광주광역시 북구 동문대로 127(우산동)","062-606-4723","35.174498","126.925876"
"286",286,"광주소방안전본부","북부소방서_광주","일곡","광주광역시 북구 설죽로 529(일곡동)","062-606-4743","35.206335","126.897302"
"287",287,"광주소방안전본부","북부소방서_광주","두암","광주광역시 북구 삼정로 5(두암동)","062-606-4763","35.162397","126.936821"
"288",288,"광주소방안전본부","북부소방서_광주","동림","광주광역시 북구 북문대로 202(동림동)","062-606-4783","35.186471","126.870291"
"289",289,"광주소방안전본부","광산소방서_광주","하남","광주광역시 광산구 하남산단1번로 13(하남동)","062-606-4903","35.186036","126.796564"
"290",290,"광주소방안전본부","광산소방서_광주","송정","광주광역시 광산구 상무대로 93-1(도산동)","062-606-4803","35.129127","126.785494"
"291",291,"광주소방안전본부","광산소방서_광주","월곡","광주광역시 광산구 사암로 276(월곡동)","062-606-4823","35.168914","126.809326"
"292",292,"광주소방안전본부","광산소방서_광주","비아","광주광역시 광산구 비아로12번길 10(비아동)","062-606-4843","35.220761","126.823613"
"293",293,"광주소방안전본부","광산소방서_광주","신가","광주광역시 광산구 수등로 236(신가동)","062-606-4863","35.1849","126.834784"
"294",294,"광주소방안전본부","광산소방서_광주","첨단","광주광역시 광산구 임방울대로825번길 16(쌍암동)","062-606-4883","35.218776","126.849166"
"295",295,"광주소방안전본부","광산소방서_광주","평동","광주광역시 월전로 59","전화공사중","35.124345","126.773989"
"296",296,"대전소방본부","중부소방서_대전","삼성","대전광역시 동구 태전로 134","042-609-6111","36.340363","127.421903"
"297",297,"대전소방본부","중부소방서_대전","원동","대전광역시 중구 대종로 373","042-609-6121","36.316157","127.431543"
"298",298,"대전소방본부","중부소방서_대전","부사","대전광역시 동구 대전천동로 508","042-609-6131","36.326992","127.432905"
"299",299,"대전소방본부","중부소방서_대전","산내","대전광역시 동구 산내로 1328","042-609-6141","36.281903","127.467491"
"300",300,"대전소방본부","중부소방서_대전","용운","대전광역시 동구 용운로 151번길 88","042-609-6151","36.331289","127.46179"
"301",301,"대전소방본부","중부소방서_대전","가양","대전광역시 동구 합내로 50","042-609-6161","36.347492","127.440582"
"302",302,"대전소방본부","서부소방서_대전","갈마","대전광역시 서구 갈마중로 15","042-609-6311","36.347905","127.371119"
"303",303,"대전소방본부","서부소방서_대전","태평","대전광역시 중구 태평로 91","042-609-6321","36.324907","127.394218"
"304",304,"대전소방본부","서부소방서_대전","탄방","대전광역시 서구 문정로 142","042-609-6331","36.346821","127.395267"
"305",305,"대전소방본부","서부소방서_대전","월평","대전광역시 서구 청사로 27","042-609-6341","36.360008","127.366881"
"306",306,"대전소방본부","서부소방서_대전","둔산","대전광역시 서구 둔산로 101번길 26","042-609-6351","36.352537","127.385575"
"307",307,"대전소방본부","동부소방서_대전","법동","대전광역시 대덕구 계족로 682","042-609-6511","36.372398","127.429008"
"308",308,"대전소방본부","동부소방서_대전","대화","대전광역시 대덕구 대화로 81","042-609-6521","36.366907","127.410868"
"309",309,"대전소방본부","동부소방서_대전","덕암","대전광역시 대덕구 신탄진로 681번길 10","042-609-6531","36.43912","127.426079"
"310",310,"대전소방본부","동부소방서_대전","문평","대전광역시 대덕구 문평동로 18번길 34","042-609-6541","36.446917","127.404716"
"311",311,"대전소방본부","동부소방서_대전","송촌","대전광역시 대덕구 동춘당로 65","042-609-6551","36.36348","127.44196"
"312",312,"대전소방본부","북부소방서_대전","도룡","대전광역시 유성구 대덕대로 516","042-609-6711","36.3789","127.379078"
"313",313,"대전소방본부","북부소방서_대전","전민","대전광역시 유성구 엑스포로 486-11","042-609-6721","36.399317","127.405981"
"314",314,"대전소방본부","북부소방서_대전","구암","대전광역시 유성구 월드컵대로 263","042-609-6731","36.348926","127.329243"
"315",315,"대전소방본부","북부소방서_대전","궁동","대전광역시 유성구 궁동로 35","042-609-6741","36.363666","127.348708"
"316",316,"대전소방본부","북부소방서_대전","노은","대전광역시 유성구 노은로 101","042-609-6751","36.368689","127.317427"
"317",317,"대전소방본부","남부소방서_대전","복수","대전광역시 서구 복수서로 67","042-609-6911","36.309341","127.372352"
"318",318,"대전소방본부","남부소방서_대전","문화","대전광역시 중구 계룡로 918번길 67","042-609-6921","36.319317","127.411273"
"319",319,"대전소방본부","남부소방서_대전","산성","대전광역시 중구 산성로 59","042-609-6931","36.307728","127.395007"
"320",320,"대전소방본부","남부소방서_대전","가수원","대전광역시 서구 용소로 46","042-609-6941","36.309065","127.352688"
"321",321,"대전소방본부","남부소방서_대전","원내","대전광역시 유성구 계백로 801번길 17","042-609-6951","36.291895","127.318884"
"322",322,"울산소방본부","중부소방서_울산","유곡","울산광역시 중구 종가로 205","052-241-2400","35.563131","129.299671"
"323",323,"울산소방본부","중부소방서_울산","성남","울산광역시 중구 만남의거리 14","052-241-2420","35.554111","129.319891"
"324",324,"울산소방본부","중부소방서_울산","병영","울산광역시 중구 구교로 226","052-241-2440","35.564576","129.342469"
"325",325,"울산소방본부","중부소방서_울산","농소","울산광역시 북구 아진로 72","052-241-2480","35.629954","129.340769"
"326",326,"울산소방본부","중부소방서_울산","언양","울산광역시 울주군 남천둑길 99","052-241-2460","35.558811","129.135359"
"327",327,"울산소방본부","중부소방서_울산","태화","울산광역시 중구 태화로 111","052-241-2530","35.55339","129.287965"
"328",328,"울산소방본부","중부소방서_울산","범서","울산광역시 울주군 구영앞길 99","052-241-2500","35.569762","129.236261"
"329",329,"울산소방본부","중부소방서_울산","매곡","울산광역시 북구 오토밸리로 1024","052-241-2970","35.648714","129.359559"
"330",330,"울산소방본부","남부소방서_울산","남부(울산)_삼산","울산광역시 남구 삼산중로 149","052-241-2580","35.547255","129.335251"
"331",331,"울산소방본부","남부소방서_울산","여천","울산광역시 남구 여천로 81-33","052-241-2610","35.525305","129.341333"
"332",332,"울산소방본부","남부소방서_울산","남부(울산)_신정","울산광역시 남구 신정로 87번길 2","052-241-2630","35.539368","129.319598"
"333",333,"울산소방본부","남부소방서_울산","무거","울산광역시 남구 문수로 89","052-241-2650","35.538915","129.263684"
"334",334,"울산소방본부","남부소방서_울산","남부(울산)_공단","울산광역시 남구 상개로 190","052-241-2670","35.501354","129.31877"
"335",335,"울산소방본부","남부소방서_울산","장생포","울산광역시 남구 매암로 18","052-241-2560","35.511562","129.377418"
"336",336,"울산소방본부","남부소방서_울산","옥동","울산광역시 남구 대공원입구로21번길 20","052-241-2690","35.534332","129.292187"
"337",337,"울산소방본부","동부소방서_울산","화암","울산광역시 동구 꽃바위2가길 9","052-241-2720","35.482352","129.412593"
"338",338,"울산소방본부","동부소방서_울산","동부(울산)_화정","울산광역시 동구 방어진순환도로 601","052-241-2740","35.495511","129.426997"
"339",339,"울산소방본부","동부소방서_울산","염포","울산광역시 북구 염포로 769","052-241-2780","35.526428","129.399016"
"340",340,"울산소방본부","동부소방서_울산","전하","울산광역시 동구 진성 4가길 8","052-241-2760","35.509336","129.429083"
"341",341,"울산소방본부","동부소방서_울산","강동","울산광역시 북구 산하중앙2로 231","052-241-2800","35.631003","129.436773"
"342",342,"울산소방본부","온산소방서_울산","온산","울산광역시 울주군 온산읍 덕신로 232","052-241-2860","35.433385","129.306634"
"343",343,"울산소방본부","온산소방서_울산","온양","울산광역시 울주군 온양읍 온양로 74","052-241-2890","35.410865","129.279686"
"344",344,"울산소방본부","온산소방서_울산","웅촌","울산광역시 울주군 웅촌면 곡천검단로 9","052-241-2910","35.46344","129.206448"
"345",345,"울산소방본부","온산소방서_울산","화산","울산광역시 울주군 온산읍 공단로 417","052-241-2840","35.43912","129.335212"
"346",346,"세종소방본부","조치원소방서","조치원","세종특별자치시 조치원읍 세종로 2439","044-300-8501","36.6048","127.288914"
"347",347,"세종소방본부","조치원소방서","전의","세종특별자치시 전의면 서정길 46-6","044-300-8521","36.686483","127.192343"
"348",348,"세종소방본부","조치원소방서","부강","세종특별자치시 부강면 청연로 7","044-300-8541","36.528345","127.372119"
"349",349,"세종소방본부","조치원소방서","연서","세종특별자치시 연서면 도신고복로 306","044-300-8641","36.589563","127.202303"
"350",350,"세종소방본부","세종소방서","어진","세종자치시 도움8로 91","044-300-8604","36.504194","127.271552"
"351",351,"세종소방본부","세종소방서","아름","세종특별자치시 아름동 보듬3로 119","044-300-8581","36.51142","127.246642"
"352",352,"세종소방본부","세종소방서","한솔","세종특별자치시 한솔동 노을3로 29","044-300-8561","36.480504","127.259205"
"353",353,"세종소방본부","세종소방서","보람","세종특별자치시 보람동 남세종로 436","044-300-8621","36.477928","127.291369"
"354",354,"경기재난본부","수원소방서","정자","수원시 장안구 정자천로 189번길 12 (정자동)","031-8012-9501","37.297199","126.995993"
"355",355,"경기재난본부","수원소방서","남부","수원시 권선구 동수원로 286 (권선동)","031-8012-9511","37.254718","127.036858"
"356",356,"경기재난본부","수원소방서","매산","수원시 팔달구 매산로  89 (매산로 3가)","031-8012-9521","37.270498","127.010674"
"357",357,"경기재난본부","수원소방서","원천","수원시 영통구 중부대로 349 (원천동)","031-8012-9531","37.273167","127.054203"
"358",358,"경기재난본부","수원소방서","지만","수원시 팔달구 경수대로 660 (우만동)","031-8012-9551","37.284312","127.02868"
"359",359,"경기재난본부","수원소방서","서둔","수원시 권선구 서호동로 48 (서둔동)","031-8012-9561","37.268946","126.993385"
"360",360,"경기재난본부","수원소방서","파장","수원시 장안구 서부로 2308 (이목동)","031-8012-9571","37.312384","126.979159"
"361",361,"경기재난본부","수원소방서","이의","수원시 영통구 창룡대로 313 (이의동)","031-8012-9581","37.291694","127.027139"
"362",362,"경기재난본부","수원소방서","고색","수원시 권선구 서부로 1614 (고색동)","031-8012-9591","37.253208","126.975322"
"363",363,"경기재난본부","수원소방서","영통","수원시 영통구 매영로 325 (영통동)","031-8012-9141","37.253221","127.068833"
"364",364,"경기재난본부","성남소방서","수진","성남시 수정구 제일로 111 (수진동)","031-720-0500","37.436645","127.133511"
"365",365,"경기재난본부","성남소방서","신흥","경기도 성남시 수정구 시민로 151 (신흥동)","031-757-0119","37.441552","127.143269"
"366",366,"경기재난본부","성남소방서","상대원","경기도 성남시 중원구 둔촌대로 457번길 8 (상대원동)","031-745-0003","37.432419","127.168686"
"367",367,"경기재난본부","성남소방서","단대","경기도 성남시 수정구 논골로 11번길 7-2 (단대동)","031-720-0521","37.454934","127.159565"
"368",368,"경기재난본부","성남소방서","위례","경기도 성남시 수정구 헌릉로 1003 (창곡동)","031-759-5119","37.461928","127.143625"
"369",369,"경기재난본부","분당소방서","서현","경기도 성남시 분당구 양현로 14 (서현동)","031-8018-3501","37.38604","127.119486"
"370",370,"경기재난본부","분당소방서","판교","경기도 성남시 분당구 대왕판교로644번길 62 (삼평동)","031-8018-3511","37.399542","127.113729"
"371",371,"경기재난본부","분당소방서","수내","경기도 성남시 분당구 백현로 241 (수내동)","031-8018-3521","37.367353","127.122595"
"372",372,"경기재난본부","분당소방서","야탑","경기도 성남시 분당구 양현로 485 (야탑4동)","031-8018-3531","37.416467","127.135949"
"373",373,"경기재난본부","분당소방서","구미","경기도 성남시 분당구 돌마로 138 (구미동)","031-8018-3551","37.351894","127.116516"
"374",374,"경기재난본부","부천소방서","중앙","경기도 부천시 신흥로 115 (중동)","032-650-4504","37.493267","126.77804"
"375",375,"경기재난본부","부천소방서","내동","경기도 부천시 신흥로 364 (내동)","032-650-4524","37.516137","126.775685"
"376",376,"경기재난본부","부천소방서","중동","경기도 부천시 부일로 346 (중동)","032-650-4534","37.487755","126.768733"
"377",377,"경기재난본부","부천소방서","괴안","경기도 부천시 부광로8번길 49 (괴안동)","032-650-4544","37.482715","126.81044"
"378",378,"경기재난본부","부천소방서","원종","경기도 부천시 원종로79번길 41 (원종동)","032-650-4554","37.525978","126.808503"
"379",379,"경기재난본부","부천소방서","상동","경기도 부천시 장말로 113 (상동)","032-650-4564","37.49423","126.754571"
"380",380,"경기재난본부","부천소방서","서부","경기도 부천시 계남로 169 (중동)","032-650-4574","37.507908","126.767776"
"381",381,"경기재난본부","부천소방서","범박","경기도 부천시 범안로 127 (범박동)","032-650-4584","37.470547","126.809426"
"382",382,"경기재난본부","부천소방서","신상","경기도 부천시 상동로117번길 36 (상동)","032-650-4594","37.508127","126.75156"
"383",383,"경기재난본부","안양소방서","부림","경기도 안양시 동안구 관평로212번길 32 (관양동)","031-470-0501","37.395973","126.960766"
"384",384,"경기재난본부","안양소방서","안양","경기도 안양시 만안구 현충로 55 (안양동)","031-470-0511","37.390327","126.925589"
"385",385,"경기재난본부","안양소방서","비산","경기도 안양시 동안구 평촌대로 389 (비산동)","031-470-0531","37.405816","126.949382"
"386",386,"경기재난본부","안양소방서","석수","경기도 안양시 만안구 석수로 28 (석수동)","031-470-0541","37.408992","126.909249"
"387",387,"경기재난본부","안양소방서","귀인","경기도 안양시 동안구 평촌대로 104 (평촌동)","031-470-0551","37.381798","126.9615"
"388",388,"경기재난본부","안산소방서","고잔","경기도 안산시 단원구 화랑로 407 (고잔동)","031-470-7501","37.321325","126.833178"
"389",389,"경기재난본부","안산소방서","원시","경기도 안산시 단원구 동산로 31 (원시동)","031-470-7511","37.312966","126.793593"
"390",390,"경기재난본부","안산소방서","선부","경기도 안산시 단원구 선부광장서로 43 (선부동)","031-470-7521","37.333947","126.804399"
"391",391,"경기재난본부","안산소방서","성곡","경기도 안산시 단원구 장자골로 66 (성곡동)","031-470-7541","37.312913","126.765643"
"392",392,"경기재난본부","안산소방서","월피","경기도 안산시 상록구 충장로 645 (월피동)","031-470-7551","37.335035","126.854451"
"393",393,"경기재난본부","안산소방서","군자","경기도 안산시 단원구 번영1로 45 (성곡동)","031-470-7561","37.319899","126.735823"
"394",394,"경기재난본부","안산소방서","사동","경기도 안산시 상록구 항가울로 230 (사동)","031-470-7571","37.300853","126.843649"
"395",395,"경기재난본부","안산소방서","대부","경기도 안산시 단원구 영전로 375 (대부동동)","031-470-7581","37.239939","126.617713"
"396",396,"경기재난본부","안산소방서","반월","경기도 안산시 상록구 건지미길 48 (건건동)","031-470-7591","37.303008","126.905538"
"397",397,"경기재난본부","용인소방서","역북","경기도 용인시 처인구 명지로 45 (역북동)","031-8021-0501","37.232156","127.189885"
"398",398,"경기재난본부","용인소방서","구갈","경기도 용인시 기흥구 신구로 74 (구갈동)","031-8021-0511","37.278927","127.109868"
"399",399,"경기재난본부","용인소방서","수지","경기도 용인시 수지구 풍덕천로 177 (풍덕천동)","031-8021-0521","37.326276","127.100414"
"400",400,"경기재난본부","용인소방서","양지","경기도 용인시 처인구 양지면 남평로 46 (남곡리)","031-8021-0531","37.230089","127.288922"
"401",401,"경기재난본부","용인소방서","남사","경기도 용인시 처인구 남사면 봉무로 13 (봉무리)","031-8021-0541","37.115428","127.152266"
"402",402,"경기재난본부","용인소방서","포곡","경기도 용인시 처인구 포곡읍 포곡로 252 (삼계리)","031-8021-0551","37.277662","127.230035"
"403",403,"경기재난본부","용인소방서","이동","경기도 용인시 처인구 이동면 백옥대로 416-2 (덕성리)","031-8021-0561","37.17447","127.204264"
"404",404,"경기재난본부","용인소방서","보정","경기도 용인시 기흥구 보정로 114번길 2 (보정동)","031-8021-0571","37.319682","127.115853"
"405",405,"경기재난본부","용인소방서","백암","경기도 용인시 처인구 백암면 백암로 247 (백암리)","031-8021-0581","37.167716","127.371363"
"406",406,"경기재난본부","용인소방서","동백","경기도 용인시 기흥구 동백6로 33 (중동)","031-8021-0591","37.277724","127.155213"
"407",407,"경기재난본부","용인소방서","모현","경기도 용인시 처인구 모현면 독점로 31-12 (갈담리)","031-8021-0141","37.329209","127.241566"
"408",408,"경기재난본부","평택소방서","비전","경기도 평택시 중앙로 273 (비전동)","031-8053-6503","36.990454","127.112847"
"409",409,"경기재난본부","평택소방서","안중","경기도 평택시 안중읍 안현로서7길 28 (현화리)","031-8053-6531","36.98184","126.924424"
"410",410,"경기재난본부","평택소방서","팽성","경기도 평택시 팽성읍 팽성송화로 172 (송화리)","031-8053-6512","36.962133","127.059105"
"411",411,"경기재난본부","평택소방서","포승","경기도 평택시 포승읍 평택항로 156번길 11 (만호리)","031-8053-6542","36.973858","126.845441"
"412",412,"경기재난본부","송탄소방서","신장","경기도 평택시 경기대로 1627 (신장동)","031-685-8500","37.089697","127.062222"
"413",413,"경기재난본부","송탄소방서","진위","경기도 평택시 진위면 봉남길 30","031-685-8510","37.100853","127.087432"
"414",414,"경기재난본부","송탄소방서","모곡","경기도 평택시 산단로64번길 2 (모곡동)","031-685-8520","37.036899","127.076826"
"415",415,"경기재난본부","송탄소방서","서탄","경기도 평택시 서탄면 서탄로 241","031-685-8530","37.10584","127.037102"
"416",416,"경기재난본부","송탄소방서","고덕","경기도 평택시 고덕면 고덕로 335","031-695-8540","37.045945","127.021236"
"417",417,"경기재난본부","송탄소방서","청북","경기도 평택시 청북면 현곡산단로 16","031-685-8550","37.03373","126.93921"
"418",418,"경기재난본부","광명소방서","소하","경기도 광명시 금하로 472 (소하동)","031-2610-3500","37.448687","126.885215"
"419",419,"경기재난본부","광명소방서","광명","경기도 광명시 사성로 12 (광명동)","031-2610-3510","37.485422","126.858556"
"420",420,"경기재난본부","광명소방서","하안","경기도 광명시 범안로 1025 (하안동)","031-2610-3520","37.461508","126.877094"
"421",421,"경기재난본부","광명소방서","광남","경기도 광명시 목감로 34 (광명동)","031-2610-3530","37.471466","126.845688"
"422",422,"경기재난본부","시흥소방서","시흥","경기도 시흥시 정왕신길로 206 (정왕동)","031-310-0501","37.349561","126.739532"
"423",423,"경기재난본부","시흥소방서","은행","경기도 시흥시 은행동 대은로 4 (은행동)","031-310-0511","37.439365","126.793289"
"424",424,"경기재난본부","시흥소방서","정왕","경기도 시흥시 공단1대로 259번길 1 (정왕동)","031-310-0521","37.335571","126.729717"
"425",425,"경기재난본부","시흥소방서","연성","경기도 시흥시 새재로 29 (장현동)","031-310-0531","37.381903","126.802938"
"426",426,"경기재난본부","군포소방서","오금","경기도 군포시 고산로 429 (산본동)","031-479-8505","37.352568","126.92712"
"427",427,"경기재난본부","군포소방서","산본","경기도 군포시 산본로 432번길 1 (산본동)","031-479-8512","37.36828","126.927272"
"428",428,"경기재난본부","화성소방서","향남","경기도 화성시 향남읍 향남로 399 (행정리)","031-8012-6502","37.131011","126.920621"
